account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100,ideology2,phi
jascurtissmith,,,0.7142857,2840661,master only (1),-0.316425545,
KSLibraryGirl,,,0.7142857,928719,master only (1),-0.97092486,
meralco,,,0.7142857,1037956,master only (1),0.869154599,
anuragkashyap72,,,0.7142857,1356364,master only (1),0,
jugsjugsjugs,,,0.7142857,772674,master only (1),0.077514877,
markschlereth,,,0.7142857,637148,master only (1),0.962418593,
Bmore_horny,,,0.7142857,844968,master only (1),0,
ArchDaily,,,0.7142857,1796807,master only (1),-0.163096581,
MwalimChurchill,,,0.7142857,549304,master only (1),-0.13799593,
IIKHUNE_32_16,,,0.7142857,1606619,master only (1),0.85765698,
AssReFocus,,,0.7142857,504653,master only (1),0,
pasocash,,,0.7142857,1476260,master only (1),-0.77227184,
Dremodrizzy,,,0.7142857,531066,master only (1),0,
_YogendraYadav,,,0.7142857,1689653,master only (1),0,
NICKMERCS,,,0.7142857,5542594,master only (1),0,
thenanaaba,,,0.7142857,1886676,master only (1),0,
SenRehmanMalik,,,0.7142857,655166,master only (1),1.139070949,
marvisirmed,,,0.7142857,3295452,master only (1),0.42007957,
raffytima,,,0.7142857,1401241,master only (1),0.701410343,
LouiseAThompson,,,0.7142857,2223896,master only (1),-0.010939412,
SunielVShetty,,,0.7142857,686906,master only (1),-1.98286922,
zsazsapadilla,,,0.7142857,850583,master only (1),-0.563314737,
RabiaAnumm,,,0.7142857,1504358,master only (1),0.330186853,
ManishPaul03,,,0.7142857,904877,master only (1),0.479396088,
MarcuscollinsUK,,,0.7105263,737400,master only (1),-0.333727118,
kartikmurali,,,0.7088608,521266,master only (1),-0.400676487,
EnesKanter,,,0.7083333,1447058,master only (1),1.07337037,
WulanGuritno,,,0.7058824,13324598,master only (1),-0.038611555,
LisaVanderpump,,,0.7058824,1698210,master only (1),-0.582666469,
MohaJichoPevu,,,0.7058824,636348,master only (1),0,
Swannyg66,,,0.7045454,508100,master only (1),0.543851688,
mulaney,,,0.7039474,558654,master only (1),-1.261139891,
subhashreesotwe,,,0.7039474,696234,master only (1),0.084502389,
Twilight,,,0.7037037,835913,master only (1),-0.350428166,
Preston,,,0.7037037,1115332,master only (1),1.535285059,
ericandre,,,0.7018633,669995,master only (1),-1.112593551,
shanedawson,0.3017341,865,0.7,3560553,master only (1),-0.809645345,
mrsayudewi,0.0087719,912,0.7,518877,master only (1),-0.588216986,
FaZeKay,0,182,0.7,682643,master only (1),-0.968767856,
charlidamelio,,,0.7,699333,master only (1),-0.545611112,
JJWatt,,,0.7,2764421,master only (1),0.682030104,
giroditalia,,,0.7,616491,master only (1),0,
sophiedee,,,0.7,1054405,master only (1),0.679089441,
VeraWang,,,0.7,5771598,master only (1),-0.398997205,
cassieclare,,,0.7,948518,master only (1),-2.102773375,
tylerthecreator,,,0.7,1832159,master only (1),-2.101539662,
shinkaimakoto,,,0.7,3958270,master only (1),-0.49948528,
EvounaMalick,,,0.7,1221062,master only (1),0.902282445,
1future,,,0.7,545647,master only (1),0.542223551,
2niteFlavour,,,0.7,1971612,master only (1),0.68055552,
Actor_Vivek,,,0.7,2001731,master only (1),0.079354204,
actorramya,,,0.7,715436,master only (1),0.447315327,
adah_sharma,,,0.6973684,825190,master only (1),0,
AdnanSamiLive,0.1416431,1765,0.6969697,2350384,master only (1),0.171590159,
Adrian_ElTitan,,,0.6956522,1662342,master only (1),0.116945496,
ajaydevgn,0.021978,364,0.6923077,2736534,master only (1),0.618135736,
ajinkyarahane88,,,0.6923077,3156848,master only (1),0,
alaindebotton,,,0.6923077,2524184,master only (1),0.317934983,
Alaska5000,,,0.6923077,605112,master only (1),-1.955427738,
Ali_Sweeney,,,0.69,2188929,master only (1),1.35545597,
alyandaj,,,0.6875,882701,master only (1),-1.263357019,
ameesha_patel,,,0.6875,3118914,master only (1),0.667897518,
amirkingkhan,,,0.6875,609692,master only (1),0.761675261,
anthonyjeselnik,,,0.6873278,805553,master only (1),-0.746862079,
arunvijayno1,,,0.6851852,1731406,master only (1),1.17046626,
ashleytisdale,0.038961,924,0.6842105,616673,master only (1),0.380775639,
ayeshacurry,,,0.6842105,1184407,master only (1),-0.456940859,
AzharAli_,,,0.6828194,671620,master only (1),0,
baileymay,,,0.6818182,501688,master only (1),-1.067621147,
benedict_cua,,,0.6774194,697911,master only (1),0,
benjaminbruce,,,0.6764706,1529456,master only (1),0.124313771,
Benny_Hinn,,,0.6764706,1234673,master only (1),0,
bep,,,0.6761905,759575,master only (1),0.222738016,
Bhavna__B,,,0.675,683944,master only (1),0.789176661,
billyraycyrus,,,0.6734694,512841,master only (1),-0.882134658,
boxervijender,0.3522013,318,0.6666667,575756,master only (1),0,
camanpour,0.1530612,98,0.6666667,541616,master only (1),0.076186909,
CatelynnLowell,0.1422764,246,0.6666667,794081,master only (1),0.26560843,
CodySimpson,0.0973282,524,0.6666667,1493491,master only (1),0.046975487,
ColbyBrock,0.0954545,220,0.6666667,1541925,master only (1),0,
coleswindell,0.0861057,511,0.6666667,647145,master only (1),1.037494369,
CyrilRamaphosa,0.084507,355,0.6666667,589760,master only (1),0,
defjam,0.0833333,168,0.6666667,667624,master only (1),-0.470994388,
DeMarcusWare,0.0730659,698,0.6666667,508465,master only (1),0.256721171,
DhivyaDharshini,0.0708661,381,0.6666667,1783803,master only (1),-1.026233467,
dprincessmaja,0.0699301,143,0.6666667,1829594,master only (1),0.092028843,
DrakeBell,0.0465116,215,0.6666667,1188266,master only (1),0,
dulQuer,0.0410959,146,0.6666667,930820,master only (1),0.664586712,
earlxsweat,0.039627,429,0.6666667,1298852,master only (1),-1.466276575,
EdaraBabyG,0.0394737,228,0.6666667,1025405,master only (1),0,
emrata,0.0337079,89,0.6666667,1260596,master only (1),-1.513626666,
evagolinger,0.02,100,0.6666667,1780898,master only (1),-1.412743906,
eyehinakhan,0.0181818,110,0.6666667,632638,master only (1),0.826148957,
fahadmustafa26,0.017094,234,0.6666667,9992265,master only (1),-0.103332911,
followjyp,0.0126582,158,0.6666667,4198764,master only (1),0,
Fred08oficial,0.0119048,84,0.6666667,551206,master only (1),0,
FrencHMonTanA,0.0116959,1197,0.6666667,1805640,master only (1),0.022890946,
GautamGambhir,0.0114286,350,0.6666667,5594016,master only (1),-0.380854878,
GazGShore,0.0113208,265,0.6666667,702268,master only (1),0.87663403,
genesimmons,0.010101,198,0.6666667,960773,master only (1),0.273063153,
GeoffLRamsey,0.0100503,199,0.6666667,851350,master only (1),0.27399995,
GGYOUNGBOY,0.0042373,236,0.6666667,929360,master only (1),0,
gorillaz,0,64,0.6666667,8595384,master only (1),-0.503541975,
gurruchoudhary,0,74,0.6666667,750765,master only (1),1.041081641,
HilaKleinH3,0,89,0.6666667,634985,master only (1),-1.121646703,
HiThisIsViy,0,134,0.6666667,6122432,master only (1),0,
iamdbanj,,,0.6666667,864188,master only (1),0.030738392,
IAMSUMMERWALKER,,,0.6666667,3654181,master only (1),0,
iloveruffag,,,0.6666667,962206,master only (1),0.607340747,
imchancesutton,,,0.6666667,1498559,master only (1),1.578871468,
iRuntown,,,0.6666667,1174532,master only (1),-1.865878152,
isaiahrashad,,,0.6666667,677003,master only (1),-2.273405373,
jakemiller,,,0.6666667,1994226,master only (1),-0.709911459,
JamesArthur23,,,0.6666667,12630240,master only (1),-0.666593316,
Japonhd,,,0.6666667,5780660,master only (1),0,
jaytatum0,,,0.6666667,870620,master only (1),0,
JensonButton,,,0.6666667,575214,master only (1),0,
JonnyBones,,,0.6666667,638344,master only (1),0,
jordynwoods,,,0.6666667,608790,master only (1),-0.634565203,
JPGaultier,,,0.6666667,4326330,master only (1),0.168808652,
jumblejim,,,0.6666667,2159369,master only (1),-1.782512117,
JustineSkye,,,0.6666667,1229505,master only (1),-0.998554377,
KALIUCHIS,,,0.6666667,1325076,master only (1),-1.650975649,
kaseykahne,,,0.6666667,1610301,master only (1),1.006211435,
katya_zamo,,,0.6666667,13021709,master only (1),-1.30079657,
KellyOsbourne,,,0.6666667,965500,master only (1),-0.929373605,
Khunnie0624,,,0.6666667,1726372,master only (1),-0.28717193,
KuamiEugene,,,0.6666667,793351,master only (1),-1.78037082,
LachlanYT,,,0.6666667,590960,master only (1),1.026336421,
Lance210,,,0.6666667,508279,master only (1),-0.637630698,
LEVIS,,,0.6666667,619017,master only (1),-0.328035142,
Lj_era8,,,0.6666667,4921539,master only (1),-1.799850868,
LootLove,,,0.6666667,808258,master only (1),0,
LucasDigne,,,0.6666667,1620353,master only (1),0,
MaksimC,,,0.6666667,3867240,master only (1),0.382063387,
MalTamanAnggrek,,,0.6666667,2997374,master only (1),0.483521516,
MamataOfficial,,,0.6666667,1399438,master only (1),0,
MarcAnthony,,,0.6666667,7299006,master only (1),-0.005307184,
Maria_Memon,,,0.6666667,937124,master only (1),0.357261954,
MCONLEY10,,,0.6666667,702314,master only (1),-0.588759702,
meherbokhari,,,0.6666667,565907,master only (1),-0.490783142,
MI_Abaga,,,0.6666667,1004216,master only (1),0.107192641,
missfree,,,0.6666667,979913,master only (1),-0.846396072,
MonicaLewinsky,,,0.6666667,806757,master only (1),-1.293558294,
mrjaymanuel,,,0.6666667,2140140,master only (1),-0.784356088,
mtvema,,,0.6666667,1932244,master only (1),-0.275942081,
MusicThaman,,,0.6666667,4599924,master only (1),1.510209152,
NaomiCampbell,,,0.6666667,1832925,master only (1),-0.995474775,
NaomiWWE,,,0.6666667,2226742,master only (1),-1.207966334,
Nor4Danish,,,0.6666667,801511,master only (1),0.376229121,
P9Ashwini,,,0.6666667,1520151,master only (1),-0.365795931,
PatrickMahomes,,,0.6666667,547830,master only (1),0.543809967,
PAULVANDYK,,,0.6666667,624576,master only (1),-1.261576471,
PhCHED,,,0.6666667,1955665,master only (1),0.549090342,
pranitasubhash,,,0.6666667,946757,master only (1),-1.856770296,
PrinceRoyce,,,0.6666667,500590,master only (1),0,
R_Roddy_Piper,,,0.6666667,2970005,master only (1),-0.077697296,
RahulGandhi,,,0.6666667,10375828,master only (1),0,
RailMinIndia,,,0.6666667,2380945,master only (1),0,
RajkummarRao,,,0.6666667,899501,master only (1),0.240082429,
realsarathkumar,,,0.6666667,566285,master only (1),0.314885837,
ReginaCassandra,,,0.6666667,2431993,master only (1),-0.686611138,
Rick_Bayless,,,0.6666667,853318,master only (1),-0.019652575,
RimaFakih,,,0.6666667,1633986,master only (1),0,
rio_raj,,,0.6666667,957901,master only (1),1.574535497,
saabmagalona,,,0.6666667,562273,master only (1),-0.486885422,
samsmith,,,0.6666667,3126656,master only (1),-0.97215127,
sejutatemanid,,,0.6666667,942328,master only (1),0.905315587,
sergeibaka,,,0.6666667,3053182,master only (1),-0.421976232,
Snowden,,,0.6666667,569874,master only (1),0,
StarMaa,,,0.6666667,719851,master only (1),0,
TeamLiquid,,,0.6666667,505079,master only (1),0,
TheCUTCH22,,,0.6666667,572264,master only (1),0.530947826,
thegreatkhalid,,,0.6666667,2212818,master only (1),-0.934244005,
thejaylonsmith,,,0.6666667,573416,master only (1),1.050783169,
thetanmay,,,0.6666667,538764,master only (1),0.432555327,
TheVillaSomalia,,,0.6666667,2898869,master only (1),0,
ThisIsDSP,,,0.6666667,2316562,master only (1),0,
TiaMowry,,,0.6666667,761652,master only (1),-1.005581739,
tiwarymanoj,,,0.6666667,1541485,master only (1),0.683755328,
TopDawgEnt,,,0.6666667,987449,master only (1),-1.236709279,
TurnbullMalcolm,,,0.6666667,514020,master only (1),0.555046908,
Varun_dvn,,,0.6666667,624595,master only (1),0.194839902,
vibeDialetos,,,0.6666667,976196,master only (1),0,
vikranth_offl,,,0.6666667,701101,master only (1),0.07289339,
vishnu_dir,,,0.6666667,3643215,master only (1),0.684673889,
WilliamsRuto,,,0.6666667,7085413,master only (1),-0.320015265,
WipeHomophobia,,,0.6666667,600088,master only (1),1.25341267,
WWEGraves,,,0.6666667,1174710,master only (1),1.265227993,
yousaf1788,,,0.6666667,852564,master only (1),0,
yuzi_chahal,,,0.6666667,4615129,master only (1),0,
ZachBoychuk,,,0.6666667,776803,master only (1),1.706522574,
smritiirani,,,0.6666667,677209,master only (1),0.792600929,
sambitswaraj,,,0.6666667,703751,master only (1),1.081432842,
ASRomaEN,,,0.6666667,611159,master only (1),-0.656717823,
PAPPYKOJO,,,0.6666667,633698,master only (1),-0.644287436,
benjyfishy,,,0.6666667,692569,master only (1),0.824678432,
_angeldei,,,0.6666667,4020518,master only (1),-0.091621857,
NkanyeziKubheka,,,0.6666667,11361612,master only (1),2.131516216,
PakPMO,,,0.6666667,1269889,master only (1),0,
illicit69kitty,,,0.6666667,530680,master only (1),-0.789420226,
neekolul,,,0.6666667,1465405,master only (1),0,
PrinceKaybee_SA,,,0.6666667,1619789,master only (1),0,
zartajgulwazir,,,0.6666667,667848,master only (1),0,
EamonnHolmes,,,0.6666667,780099,master only (1),1.259694807,
GaryBarlow,,,0.6666667,1167099,master only (1),-0.525236782,
gvprakash,,,0.6666667,1187917,master only (1),1.299957451,
KingBach,,,0.6666667,1420767,master only (1),-0.526245431,
RehamKhan1,,,0.6666667,707193,master only (1),0.354667048,
iamedem,,,0.6666667,1145042,master only (1),-0.606167719,
JmeBBK,,,0.6666667,1986638,master only (1),0,
MrScottEddy,,,0.6666667,653474,master only (1),1.017144119,
BollywoodGandu,,,0.6666667,1159700,master only (1),-2.067220737,
RaoKavitha,,,0.6666667,1272023,master only (1),0.795002794,
AnupamPKher,,,0.6666667,878870,master only (1),0.52651274,
imKBRshanthnu,,,0.6666667,823911,master only (1),1.12283718,
Lunaa,,,0.6666667,6543430,master only (1),-0.456352914,
ricoblanco,,,0.6666667,697967,master only (1),0.28122585,
youngskales,,,0.6666667,13159284,master only (1),0.338258039,
PawgWithaBlog,,,0.6666667,4956382,master only (1),0,
PublicMature,,,0.6666667,802374,master only (1),0,
Guttajwala,,,0.6666667,1010339,master only (1),-0.35389881,
MbauReloaded,,,0.6666667,943095,master only (1),-0.401916289,
JODYHiGHROLLER,,,0.6666667,1013898,master only (1),-0.752932572,
yanisvaroufakis,,,0.6666667,1637949,master only (1),-0.235361147,
BBhuttoZardari,,,0.6666667,998331,master only (1),0.00162878,
sharon_cuneta12,,,0.6666667,752989,master only (1),0.505137377,
YaOnlyLivvOnce,,,0.6666667,1259682,master only (1),-1.201037641,
femmeduart,,,0.6666667,8284960,master only (1),0,
MickieJames,,,0.6666667,689167,master only (1),-2.130861087,
PrabhuChawla,,,0.6666667,930519,master only (1),1.17682248,
QueensChristine,,,0.6666667,4217248,master only (1),-1.306426935,
SashaBanksWWE,,,0.6666667,841861,master only (1),-1.167771152,
shutthefahkupph,,,0.6666667,595070,master only (1),0,
ThalaAjith_FC,,,0.6666667,995221,master only (1),0,
todderic_,,,0.6666667,4667096,master only (1),0.084403007,
WillisRaburu,,,0.6666667,585611,master only (1),0.426798684,
wwwbigbaldhead,,,0.6666667,6668393,master only (1),0.147119277,
ygent_official,,,0.6666667,543694,master only (1),0,
R_sidney_V,,,0.6666667,4133000,master only (1),0,
_Mansoor_Ali,,,0.6666667,1973938,master only (1),0.866491991,
bonang_m,,,0.6666667,2856746,master only (1),0,
Roof6com,,,0.6666667,525865,master only (1),0,
SpongeBob,,,0.6666667,986363,master only (1),0,
GitRDoneLarry,,,0.6666667,11230749,master only (1),1.953454113,
djsnake,,,0.6666667,701044,master only (1),0.564710568,
igtamil,,,0.6666667,588814,master only (1),1.118405241,
JMakamba,,,0.6666667,647582,master only (1),-0.173869661,
JohnLegere,,,0.6666667,2530487,master only (1),0.817237913,
MaheshNBhatt,,,0.6666667,757837,master only (1),0,
paramspeak,,,0.6666667,501267,master only (1),0.130689708,
Katie71Cams,,,0.6666667,539444,master only (1),0,
HamidMirPAK,,,0.6666667,1627133,master only (1),0.357268557,
ETemelkuran,,,0.6666667,897788,master only (1),-1.500176161,
KhawajaMAsif,,,0.6632653,11086993,master only (1),0.395678839,
eliesaaab,,,0.6585366,4456035,master only (1),0,
Fereeha,,,0.65625,573208,master only (1),0.826648129,
FaZeSway,,,0.6557377,739278,master only (1),0,
QueenKarma69,,,0.6551724,721097,master only (1),0,
AzmiShabana,,,0.6521739,767140,master only (1),-0.319991232,
divyadutta25,,,0.6517857,645038,master only (1),0,
kevinwoo91,,,0.65,671208,master only (1),0,
rocsidiaz,,,0.6470588,814390,master only (1),-1.597747739,
Samanthaprabhu2,,,0.6470588,554330,master only (1),0.387573798,
TeamRazer,,,0.6470588,563833,master only (1),0,
_nuna_V,,,0.6470588,1122130,master only (1),0,
ArvindKejriwal,,,0.6428571,1029075,master only (1),0.900385958,
ashchanchlani,,,0.6428571,4259917,master only (1),-1.031346566,
astro_luca,,,0.6428571,5624083,master only (1),0.979302076,
carlibybel,,,0.6428571,2597177,master only (1),-1.223050027,
CMOGuj,,,0.641791,2598120,master only (1),0,
DabbooRatnani,,,0.64,653000,master only (1),0.723643784,
DOHgovph,,,0.64,949592,master only (1),0.736626637,
dumantando20,,,0.64,704684,master only (1),-1.198645008,
E40,0.1521739,506,0.6363636,3195067,master only (1),-1.633955446,
gabbi,0.1248164,681,0.6363636,945348,master only (1),-0.267868082,
GaelGarciaB,,,0.6363636,16700633,master only (1),-0.61430591,
GavinNewsom,,,0.6363636,1376158,master only (1),0.506142492,
gucci1017,,,0.6363636,533683,master only (1),0,
haeminsunim,,,0.6363636,1685214,master only (1),-0.452267279,
JAfridi10,,,0.6363636,642117,master only (1),0.884833536,
JonathanJoly,,,0.6343874,649750,master only (1),0.683457724,
KathieLGifford,,,0.6335878,533220,master only (1),1.469836941,
KekePalmer,,,0.6333333,1538070,master only (1),-0.881080962,
maya_karin,,,0.6333333,1135994,master only (1),-0.365619474,
MeaganGood,,,0.6315789,717626,master only (1),0,
michelle_dy,,,0.6315789,1004496,master only (1),0.203163878,
MsCharlotteWWE,0.2951031,776,0.625,3852613,master only (1),0.971517455,
nacinorocco,0.0625,176,0.625,1096553,master only (1),0.192581523,
nikkivaldez_,0.0023419,427,0.625,523559,master only (1),-0.623634599,
nojumper,,,0.625,550770,master only (1),-0.413258519,
PaulaAbdul,,,0.625,872459,master only (1),0.030057093,
rajnathsingh,,,0.625,621117,master only (1),0.850747188,
Rakulpreet,,,0.625,584871,master only (1),0.972107154,
rashtrapatibhvn,,,0.625,603261,master only (1),0,
reginevalcasid,,,0.625,2006757,master only (1),-0.699321577,
RobBrydon,,,0.625,658063,master only (1),-1.061147249,
salim_merchant,,,0.625,550775,master only (1),-0.427938078,
sam_yg,,,0.625,1326713,master only (1),0.647750484,
ShinsukeN,,,0.625,619878,master only (1),0.224096526,
singer_shaan,,,0.625,3927879,master only (1),0,
TrueGeordieTG,,,0.625,5900749,master only (1),-1.163987491,
whianwamos,,,0.6245733,1232420,master only (1),0.376512901,
sarkodie,,,0.6229508,1121515,master only (1),0.121920137,
